,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,RH
539,2009-10-21,69,55,62,12,52,56,3,0,0.0,29.25,29.99,11.4,21,11.5,69.5
540,2009-10-22,58,48,53,3,48,50,12,0,1.03,29.18,29.94,8.4,5,13.0,82.9
541,2009-10-23,61,42,52,3,49,50,13,0,0.89,28.73,29.48,6.2,18,16.2,89.3
542,2009-10-24,50,38,44,-5,37,40,21,0,0.04,29.03,29.73,8.3,26,8.9,76.2
543,2009-10-25,62,44,53,5,45,49,12,0,0.27,29.26,29.96,5.5,19,6.9,73.9
544,2009-10-26,55,49,52,4,48,49,13,0,0.11,29.28,30.02,4.9,21,7.5,86.3
545,2009-10-27,51,45,48,0,45,47,17,0,0.06,29.19,29.94,4.4,5,6.5,89.1
546,2009-10-28,57,50,54,7,49,51,11,0,0.0,29.28,29.99,3.1,14,4.3,83.0
547,2009-10-29,60,47,54,7,50,52,11,0,0.6,29.21,29.98,12.5,14,12.7,86.4
548,2009-10-30,67,46,57,11,53,56,8,0,0.81,28.79,29.55,15.6,20,17.4,86.6
549,2009-10-31,46,35,41,-5,31,38,24,0,0.0,29.18,29.86,11.1,26,11.5,67.1
550,2010-05-01,70,58,64,11,53,58,1,0,0.11,28.89,29.6,9.1,21,9.4,67.5
551,2010-05-02,69,53,61,7,52,56,4,0,0.93,28.9,29.61,4.4,25,6.1,72.2
552,2010-05-03,72,50,61,7,45,53,4,0,0.0,29.07,29.77,8.8,25,9.4,55.5
553,2010-05-04,79,50,65,11,44,54,0,0,0.0,29.05,29.77,13.9,21,14.2,46.7
554,2010-05-05,72,56,64,9,37,51,1,0,0.0,29.08,29.77,10.2,27,12.8,36.7
555,2010-05-06,63,46,55,0,39,46,10,0,0.01,29.27,29.99,5.7,3,9.1,54.7
556,2010-05-07,59,45,52,-3,46,48,13,0,0.72,28.98,29.73,2.6,34,13.2,80.1
557,2010-05-08,50,42,46,-10,35,41,19,0,0.02,29.36,30.05,14.5,30,15.2,65.3
558,2010-05-09,58,38,48,-8,29,40,17,0,0.0,29.59,30.31,2.5,35,6.4,47.4
559,2010-05-10,58,41,50,-6,31,42,15,0,0.0,29.47,30.24,13.5,11,14.2,47.7
560,2010-05-11,52,44,48,-9,46,47,17,0,0.97,29.16,29.9,5.6,9,9.9,92.8
561,2010-05-12,51,44,48,-9,45,46,17,0,0.12,29.36,30.1,8.9,6,10.4,89.1
562,2010-05-13,73,48,61,3,53,55,4,0,1.49,29.23,29.93,4.8,25,12.3,75.1
563,2010-05-14,66,47,57,-1,44,50,8,0,0.0,29.46,30.17,10.9,26,11.2,61.8
564,2010-05-15,61,43,52,-6,42,48,13,0,0.0,29.53,30.26,4.1,4,5.8,68.9
565,2010-05-16,66,41,54,-5,43,49,11,0,0.0,29.44,30.18,9.7,5,10.1,66.3
566,2010-05-17,58,50,54,-5,42,48,11,0,0.01,29.29,30.04,9.6,3,9.8,64.0
567,2010-05-18,65,46,56,-4,40,48,9,0,0.0,29.26,29.99,9.1,3,9.8,54.8
568,2010-05-19,74,44,59,-1,39,51,6,0,0.0,29.31,30.02,5.7,4,6.4,47.4
569,2010-05-20,74,47,61,0,49,55,4,0,0.05,29.29,30.02,6.8,13,7.8,64.5
570,2010-05-21,73,56,65,4,58,60,0,0,0.21,29.15,29.88,4.6,10,6.3,78.0
571,2010-05-22,74,58,66,5,59,61,0,1,0.0,29.23,29.94,3.4,12,5.4,78.1
572,2010-05-23,89,62,76,15,66,69,0,11,0.0,29.26,29.97,9.8,18,10.0,71.4
573,2010-05-24,91,70,81,19,67,72,0,16,0.0,29.33,30.03,6.6,14,8.2,62.4
574,2010-05-25,88,69,79,17,62,68,0,14,0.0,29.33,30.04,5.1,13,7.8,56.2
575,2010-05-26,87,66,77,15,63,68,0,12,0.0,29.29,30.0,3.1,3,4.5,61.9
576,2010-05-27,77,61,69,7,50,59,0,4,0.0,29.31,30.03,10.4,3,10.7,50.6
577,2010-05-28,79,57,68,5,50,58,0,3,0.0,29.28,30.01,7.8,3,8.4,52.5
578,2010-05-29,86,59,73,9,57,63,0,8,0.0,29.23,29.95,5.0,5,5.8,57.2
579,2010-05-30,91,61,76,12,59,66,0,11,0.0,29.16,29.88,4.6,18,5.9,55.8
580,2010-05-31,81,66,74,10,64,67,0,9,0.26,29.15,29.86,0.6,24,4.7,71.2
581,2010-06-01,85,63,74,10,62,67,0,9,0.0,29.1,29.84,5.1,19,6.0,66.4
582,2010-06-02,77,57,67,3,61,64,0,2,1.02,29.0,29.71,3.6,34,8.7,81.2
583,2010-06-03,71,56,64,0,46,55,1,0,0.0,29.1,29.81,6.7,4,7.8,51.9
584,2010-06-04,83,57,70,6,60,65,0,5,0.0,29.0,29.73,7.8,22,9.8,70.8
585,2010-06-05,79,60,70,5,65,67,0,5,0.15,28.95,29.66,5.0,23,7.8,84.0
586,2010-06-06,76,55,66,0,55,59,0,1,0.0,29.16,29.84,9.2,32,11.2,67.7
587,2010-06-07,70,54,62,-4,49,55,3,0,0.0,29.34,30.05,6.4,8,6.9,62.0
588,2010-06-08,67,58,63,-3,57,59,2,0,0.45,29.22,29.97,8.8,13,10.1,80.9
589,2010-06-09,83,65,74,8,56,63,0,9,0.0,29.13,29.84,10.2,28,10.8,53.4
590,2010-06-10,77,58,68,1,54,60,0,3,0.0,29.26,29.96,4.8,7,6.7,60.8
591,2010-06-11,89,64,77,10,67,71,0,12,0.02,29.18,29.89,8.8,19,10.5,71.1
592,2010-06-12,77,62,70,2,63,65,0,5,0.34,29.25,29.96,3.9,4,8.1,78.4
593,2010-06-13,71,62,67,-1,62,64,0,2,0.25,29.26,29.98,3.5,9,5.0,84.4
594,2010-06-14,70,60,65,-3,61,62,0,0,0.0,29.23,29.94,6.2,4,6.6,87.0
595,2010-06-15,79,60,70,2,66,67,0,5,0.59,29.16,29.89,2.2,19,5.5,87.3
596,2010-06-16,82,63,73,4,61,65,0,8,0.0,29.28,29.98,5.9,28,9.0,65.9
597,2010-06-17,84,64,74,5,62,67,0,9,0.0,29.3,30.01,5.8,14,7.5,66.4
598,2010-06-18,90,67,79,9,66,69,0,14,0.87,29.18,29.92,6.8,21,10.4,64.5
599,2010-06-19,85,66,76,6,61,66,0,11,0.0,29.24,29.94,9.8,28,10.6,59.8
600,2010-06-20,81,64,73,3,61,65,0,8,0.0,29.34,30.04,3.8,8,4.7,65.9
601,2010-06-21,85,67,76,6,66,69,0,11,0.22,29.26,29.97,5.6,16,8.4,71.4
602,2010-06-22,85,69,77,7,68,71,0,12,0.0,29.28,29.98,5.9,23,6.9,73.8
603,2010-06-23,87,69,78,8,70,71,0,13,0.87,29.16,29.89,10.2,22,11.5,76.2
604,2010-06-24,84,65,75,4,60,65,0,10,0.0,29.33,30.03,5.4,32,8.7,59.7
605,2010-06-25,84,62,73,2,62,67,0,8,0.0,29.28,30.0,6.4,20,7.3,68.5
606,2010-06-26,87,69,78,7,66,70,0,13,0.85,29.1,29.83,1.0,11,6.7,66.5
607,2010-06-27,85,72,79,8,70,73,0,14,0.54,28.9,29.62,7.4,24,9.1,74.0
608,2010-06-28,82,63,73,2,59,65,0,8,0.0,29.08,29.76,9.4,31,11.3,61.4
609,2010-06-29,75,59,67,-4,53,59,0,2,0.0,29.41,30.09,6.2,4,7.5,61.0
610,2010-06-30,75,56,66,-6,50,57,0,1,0.0,29.54,30.25,3.7,4,6.0,56.2
611,2010-07-01,77,55,66,-6,48,57,0,1,0.0,29.59,30.33,5.0,9,5.5,52.2
612,2010-07-02,83,59,71,-1,53,61,0,6,0.0,29.47,30.2,7.9,19,8.1,53.0
613,2010-07-03,87,60,74,2,56,63,0,9,0.0,29.31,30.04,8.5,20,9.0,53.4
614,2010-07-04,91,68,80,8,66,71,0,15,0.0,29.2,29.91,10.2,22,10.5,62.3
615,2010-07-05,91,78,85,13,64,71,0,20,0.0,29.2,29.9,15.0,20,15.3,49.7
616,2010-07-06,90,73,82,10,69,73,0,17,0.37,29.26,29.96,8.4,22,9.0,64.9
617,2010-07-07,93,71,82,10,70,73,0,17,0.2,29.34,30.03,3.5,23,6.3,66.9
618,2010-07-08,88,73,81,8,70,73,0,16,0.16,29.27,29.99,2.7,32,5.4,69.3
619,2010-07-09,88,70,79,6,59,67,0,14,0.0,29.26,29.98,6.3,36,7.5,50.4
620,2010-07-10,89,69,79,6,61,68,0,14,0.0,29.23,29.95,6.3,28,8.0,54.1
621,2010-07-11,85,66,76,3,63,67,0,11,0.79,29.08,29.81,5.6,23,7.8,64.2
622,2010-07-12,84,65,75,2,65,68,0,10,0.0,29.05,29.76,1.7,35,3.9,70.9
623,2010-07-13,84,70,77,4,65,69,0,12,0.17,29.18,29.87,5.4,10,6.1,66.4
624,2010-07-14,90,70,80,7,71,74,0,15,0.0,29.25,29.96,9.2,17,10.1,74.1
625,2010-07-15,90,71,81,7,69,73,0,16,0.01,29.21,29.91,7.0,27,10.1,67.2
626,2010-07-16,90,67,79,5,62,68,0,14,0.0,29.23,29.95,7.4,25,8.1,56.2
627,2010-07-17,93,71,82,8,63,70,0,17,0.0,29.18,29.89,5.6,28,6.9,52.5
628,2010-07-18,92,72,82,8,69,73,0,17,0.01,29.1,29.82,7.0,25,9.7,64.9
629,2010-07-19,84,69,77,3,66,70,0,12,0.01,29.18,29.89,2.3,24,4.9,68.9
630,2010-07-20,86,68,77,3,68,70,0,12,0.0,29.21,29.92,5.4,23,7.2,73.8
631,2010-07-21,91,72,82,8,65,70,0,17,0.0,29.29,30.0,4.7,31,6.8,56.2
632,2010-07-22,90,69,80,6,71,74,0,15,0.01,29.16,29.89,10.8,20,11.9,74.1
633,2010-07-23,94,70,82,8,71,74,0,17,2.79,29.15,29.85,11.2,24,11.8,69.4
634,2010-07-24,87,69,78,4,71,73,0,13,3.64,29.16,29.86,2.6,28,8.9,79.0
635,2010-07-25,81,66,74,0,59,65,0,9,0.0,29.36,30.06,8.7,2,9.2,59.6
636,2010-07-26,84,61,73,-1,62,67,0,8,0.0,29.38,30.09,4.5,12,5.2,68.5
637,2010-07-27,88,68,78,4,67,71,0,13,0.0,29.28,30.01,5.6,21,6.4,68.6
638,2010-07-28,88,73,81,7,71,74,0,16,0.0,29.24,29.94,6.8,28,9.3,71.9
639,2010-07-29,82,67,75,1,58,65,0,10,0.0,29.36,30.07,6.0,5,7.0,55.3
640,2010-07-30,80,69,75,1,60,65,0,10,0.0,29.25,29.98,5.5,17,6.1,59.7
641,2010-07-31,80,65,73,-1,64,67,0,8,0.68,29.14,29.86,3.6,13,5.8,73.4
642,2010-08-01,86,65,76,3,65,68,0,11,0.0,29.23,29.94,2.4,13,4.1,68.8
643,2010-08-02,84,67,76,3,67,70,0,11,0.0,29.26,29.96,6.3,21,6.8,73.7
644,2010-08-03,86,66,76,3,71,73,0,11,0.28,29.2,29.91,2.6,21,3.3,84.9
645,2010-08-04,83,71,77,4,72,73,0,12,0.48,29.15,29.85,4.1,27,4.9,84.5
646,2010-08-05,83,68,76,3,62,67,0,11,0.0,29.13,29.84,10.6,29,10.9,62.2
647,2010-08-06,82,64,73,0,59,64,0,8,0.0,29.22,29.93,6.3,29,6.5,61.4
648,2010-08-07,83,62,73,0,64,68,0,8,0.0,29.2,29.92,7.6,23,8.0,73.4
649,2010-08-08,87,69,78,5,67,70,0,13,0.08,29.13,29.86,9.3,22,9.9,68.6
650,2010-08-09,88,72,80,7,71,74,0,15,0.15,29.2,29.9,4.1,24,7.1,74.1
651,2010-08-10,89,75,82,9,71,74,0,17,0.0,29.23,29.93,4.4,7,4.9,69.4
652,2010-08-11,90,75,83,10,70,74,0,18,0.0,29.13,29.84,4.2,28,6.0,65.0
653,2010-08-12,92,74,83,10,70,74,0,18,0.0,29.13,29.83,3.3,10,5.7,65.0
654,2010-08-13,92,73,83,10,70,74,0,18,0.25,29.07,29.78,7.2,18,7.6,65.0
655,2010-08-14,88,72,80,8,69,73,0,15,0.0,29.11,29.82,3.6,25,5.0,69.2
656,2010-08-15,83,66,75,3,62,67,0,10,0.0,29.21,29.9,8.1,29,8.8,64.1
657,2010-08-16,80,63,72,0,54,62,0,7,0.0,29.31,30.01,8.6,28,9.3,53.1
658,2010-08-17,79,64,72,0,57,63,0,7,0.03,29.36,30.07,4.5,30,6.1,59.3
659,2010-08-18,84,63,74,2,61,66,0,9,0.05,29.29,30.02,1.5,20,3.5,63.9
660,2010-08-19,88,66,77,6,65,69,0,12,0.0,29.18,29.91,4.6,21,5.0,66.4
661,2010-08-20,92,71,82,11,68,72,0,17,0.03,29.11,29.81,10.5,19,11.2,62.5
662,2010-08-21,86,71,79,8,69,72,0,14,0.45,29.13,29.83,2.6,33,6.0,71.7
663,2010-08-22,81,68,75,4,64,67,0,10,0.0,29.35,30.05,7.9,3,8.5,68.7
664,2010-08-23,80,65,73,2,63,67,0,8,0.0,29.34,30.06,6.0,4,7.3,70.7
665,2010-08-24,84,64,74,3,62,66,0,9,0.0,29.29,30.02,1.2,4,5.8,66.4
666,2010-08-25,79,61,70,0,51,59,0,5,0.0,29.38,30.08,9.8,32,10.3,51.1
667,2010-08-26,79,59,69,-1,52,59,0,4,0.0,29.44,30.16,0.8,6,5.2,54.4
668,2010-08-27,86,59,73,3,56,63,0,8,0.0,29.39,30.11,8.6,21,9.0,55.0
669,2010-08-28,88,65,77,7,54,63,0,12,0.0,29.36,30.08,10.5,19,10.8,44.8
670,2010-08-29,94,71,83,13,66,71,0,18,0.0,29.39,30.1,10.6,19,11.4,56.7
671,2010-08-30,88,74,81,11,67,72,0,16,0.0,29.39,30.13,14.1,19,14.5,62.4
672,2010-08-31,93,75,84,15,68,73,0,19,0.0,29.28,30.01,14.7,20,15.0,58.7
673,2010-09-01,81,71,76,8,68,70,0,11,0.17,29.21,29.91,6.2,23,7.3,76.5
674,2010-09-02,83,65,74,6,68,70,0,9,1.55,29.09,29.81,5.6,21,6.9,81.7
675,2010-09-03,70,56,63,-5,52,57,2,0,0.0,29.11,29.82,15.3,28,15.7,67.3
676,2010-09-04,68,51,60,-8,44,51,5,0,0.0,29.25,29.96,11.3,29,11.9,55.4
677,2010-09-05,76,49,63,-4,50,56,2,0,0.0,29.21,29.95,7.9,20,9.0,62.6
678,2010-09-06,82,66,74,7,52,61,0,9,0.0,29.12,29.83,14.2,20,14.9,46.2
679,2010-09-07,77,58,68,1,49,58,0,3,0.0,29.21,29.9,17.4,25,18.8,50.4
680,2010-09-08,71,51,61,-5,48,54,4,0,0.0,29.39,30.09,3.9,32,6.5,62.3
681,2010-09-09,67,50,59,-7,49,54,6,0,0.0,29.36,30.09,5.7,3,6.5,69.2
682,2010-09-10,72,55,64,-2,51,58,1,0,0.0,29.24,29.98,8.3,9,9.4,62.7
683,2010-09-11,75,58,67,2,55,59,0,2,0.24,29.15,29.87,1.9,24,9.4,65.6
684,2010-09-12,83,54,69,4,51,59,0,4,0.0,29.29,30.0,7.5,26,7.9,52.7
685,2010-09-13,82,57,70,5,50,59,0,5,0.0,29.29,30.01,4.9,31,6.1,49.1
686,2010-09-14,77,54,66,2,49,57,0,1,0.0,29.38,30.1,3.8,5,4.9,54.0
687,2010-09-15,75,59,67,3,54,60,0,2,0.0,29.25,30.01,7.6,12,9.1,63.1
688,2010-09-16,69,53,61,-3,56,59,4,0,0.16,29.19,29.88,6.6,33,11.4,83.5
689,2010-09-17,74,49,62,-2,50,56,3,0,0.0,29.36,30.07,3.8,19,4.5,64.6
690,2010-09-18,65,58,62,-2,55,58,3,0,0.35,29.42,30.13,3.9,3,6.5,77.8
691,2010-09-19,67,55,61,-2,49,55,4,0,0.0,29.46,30.18,7.1,4,7.9,64.5
692,2010-09-20,75,62,69,7,60,63,0,4,0.0,29.29,30.04,4.5,12,6.6,73.0
693,2010-09-21,88,68,78,16,64,68,0,13,0.05,29.16,29.87,10.8,22,11.6,62.0
694,2010-09-22,74,63,69,7,61,63,0,4,0.0,29.31,30.02,2.8,6,6.0,75.4
695,2010-09-23,89,65,77,16,62,68,0,12,0.0,29.15,29.88,16.6,20,17.1,60.0
696,2010-09-24,80,56,68,7,54,59,0,3,0.26,29.18,29.88,15.6,25,17.3,60.8
697,2010-09-25,60,52,56,-5,43,49,9,0,0.0,29.4,30.11,6.8,36,8.9,61.7
698,2010-09-26,60,50,55,-5,45,49,10,0,0.0,29.4,30.13,9.5,2,10.1,68.7
699,2010-09-27,65,48,57,-3,45,50,8,0,0.0,29.18,29.95,1.4,2,4.9,64.0
700,2010-09-28,71,46,59,0,45,52,6,0,0.0,29.07,29.8,2.5,2,3.7,59.6
701,2010-09-29,75,52,64,5,48,55,1,0,0.0,29.09,29.81,5.4,22,5.7,56.0
702,2010-09-30,74,52,63,4,49,55,2,0,0.0,29.23,29.93,8.3,36,9.3,60.1
703,2010-10-01,73,48,61,3,44,52,4,0,0.08,29.31,30.04,4.2,29,6.2,53.6
704,2010-10-02,57,45,51,-7,41,46,14,0,0.26,29.47,30.18,15.2,36,15.4,68.3
705,2010-10-03,56,42,49,-8,39,44,16,0,0.08,29.64,30.36,10.3,1,11.3,68.5
706,2010-10-04,60,38,49,-8,39,45,16,0,0.0,29.65,30.38,2.4,2,3.6,68.5
707,2010-10-05,68,39,54,-3,38,46,11,0,0.0,29.59,30.33,1.3,32,3.5,54.5
708,2010-10-06,78,46,62,6,44,53,3,0,0.0,29.33,30.07,7.0,28,7.9,51.6
709,2010-10-07,76,49,63,7,39,50,2,0,0.0,29.36,30.08,5.8,30,6.2,41.2
710,2010-10-08,79,48,64,8,40,52,1,0,0.0,29.31,30.03,7.0,24,7.3,41.1
711,2010-10-09,86,55,71,16,52,59,0,6,0.0,29.25,29.98,2.5,24,3.6,50.9
712,2010-10-10,84,57,71,16,50,59,0,6,0.0,29.16,29.89,4.0,25,4.1,47.3
713,2010-10-11,82,54,68,14,52,58,0,3,0.0,29.12,29.83,2.2,3,4.0,56.5
714,2010-10-12,76,52,64,10,54,58,1,0,0.0,29.21,29.92,3.3,6,3.9,69.7
715,2010-10-13,66,47,57,4,46,52,8,0,0.1,29.35,30.06,7.2,35,8.6,66.6
716,2010-10-14,66,43,55,2,32,45,10,0,0.0,29.21,29.96,7.2,27,9.2,41.4
717,2010-10-15,63,44,54,1,41,47,11,0,0.0,29.34,30.06,6.4,1,8.1,61.4
718,2010-10-16,71,40,56,4,39,48,9,0,0.0,29.31,30.04,8.0,23,9.1,52.9
719,2010-10-17,65,47,56,4,36,46,9,0,0.0,29.35,30.08,3.7,1,5.4,46.9
720,2010-10-18,61,43,52,1,40,47,13,0,0.0,29.29,30.02,5.0,4,6.2,63.3
721,2010-10-19,60,39,50,-1,35,43,15,0,0.0,29.23,29.98,6.1,27,7.2,56.3
722,2010-10-20,70,44,57,7,35,46,8,0,0.0,29.03,29.76,10.2,26,12.1,43.5
723,2010-10-21,56,38,47,-3,30,40,18,0,0.0,29.25,29.96,9.4,30,10.0,51.5
724,2010-10-22,64,33,49,-1,31,42,16,0,0.02,29.34,30.07,5.8,21,6.5,49.6
725,2010-10-23,65,54,60,11,47,53,5,0,0.1,29.2,29.94,10.0,21,11.4,61.8
726,2010-10-24,72,54,63,14,53,57,2,0,0.05,28.98,29.74,8.4,21,9.6,70.1
727,2010-10-25,72,56,64,16,56,60,1,0,0.0,28.74,29.5,11.6,19,12.4,74.9
728,2010-10-26,70,54,62,14,47,53,3,0,0.24,28.55,29.25,24.1,21,26.3,57.6
729,2010-10-27,65,43,54,6,32,44,11,0,0.0,28.92,29.59,21.8,24,23.2,43.0
730,2010-10-28,46,39,43,-4,31,38,22,0,0.0,29.43,30.1,13.7,28,14.1,62.2
731,2010-10-29,50,31,41,-6,27,36,24,0,0.0,29.48,30.24,6.2,24,8.9,57.1
732,2010-10-30,63,42,53,7,32,42,12,0,0.0,29.14,29.88,6.5,25,13.3,44.5
733,2010-10-31,52,36,44,-2,30,38,21,0,0.0,29.49,30.2,5.8,1,6.9,57.5
734,2011-05-01,63,47,55,2,37,47,10,0,0.0,29.26,29.95,11.4,26,11.9,50.6
735,2011-05-02,59,42,51,-3,31,42,14,0,0.0,29.46,30.17,5.3,36,9.9,45.8
736,2011-05-03,50,37,44,-10,31,38,21,0,0.0,29.5,30.23,6.7,3,7.6,59.6
737,2011-05-04,59,37,48,-6,29,40,17,0,0.0,29.63,30.37,4.6,3,7.6,47.4
738,2011-05-05,63,35,49,-6,40,46,16,0,0.06,29.33,30.12,10.9,20,11.5,71.0
739,2011-05-06,68,44,56,1,39,48,9,0,0.0,29.11,29.87,6.8,28,7.8,52.9
740,2011-05-07,60,43,52,-3,44,48,13,0,0.0,29.13,29.85,5.1,5,6.9,74.3
741,2011-05-08,68,39,54,-2,43,49,11,0,0.0,29.27,29.98,6.6,6,7.2,66.3
742,2011-05-09,73,47,60,4,45,53,5,0,0.0,29.15,29.89,14.3,11,14.7,57.3
743,2011-05-10,90,62,76,20,61,66,0,11,0.0,29.0,29.72,6.2,14,8.6,59.8
744,2011-05-11,87,63,75,18,66,68,0,10,0.13,29.1,29.8,3.5,14,6.6,73.6
745,2011-05-12,86,58,72,15,63,66,0,7,0.29,29.08,29.79,5.6,19,8.1,73.3
746,2011-05-13,77,47,62,4,54,56,3,0,0.02,29.0,29.73,10.1,3,11.0,74.8
747,2011-05-14,53,45,49,-9,47,48,16,0,0.31,29.01,29.73,16.7,2,16.9,92.8
748,2011-05-15,46,41,44,-14,36,41,21,0,0.31,29.15,29.86,21.4,2,21.4,73.0
749,2011-05-16,52,37,45,-14,30,40,20,0,0.0,29.28,30.01,13.5,2,13.9,55.6
750,2011-05-17,60,40,50,-9,33,43,15,0,0.0,29.21,29.96,12.2,3,12.7,52.0
751,2011-05-18,57,49,53,-7,48,49,12,0,0.07,29.16,29.89,6.2,2,7.1,82.9
752,2011-05-19,72,49,61,1,53,56,4,0,0.0,29.29,30.0,3.6,2,5.8,75.1
753,2011-05-20,73,50,62,1,54,57,3,0,0.0,29.3,30.03,5.5,6,6.0,74.8
754,2011-05-21,75,50,63,2,59,62,2,0,0.01,29.13,29.87,7.0,15,8.1,86.9
755,2011-05-22,87,61,74,13,60,64,0,9,0.58,28.95,29.7,10.3,19,11.4,61.9
756,2011-05-23,79,60,70,9,59,64,0,5,0.0,28.92,29.62,10.0,25,11.3,68.1
757,2011-05-24,66,47,57,-5,47,51,8,0,0.11,29.15,29.86,12.0,4,12.4,69.0
758,2011-05-25,67,47,57,-5,52,53,8,0,2.24,28.92,29.67,10.7,3,11.7,83.2
759,2011-05-26,49,43,46,-16,40,43,19,0,1.06,29.15,29.84,17.7,2,17.8,79.1
760,2011-05-27,58,40,49,-13,41,46,16,0,0.0,29.21,29.93,7.3,5,8.7,74.0
761,2011-05-28,62,51,57,-6,55,55,8,0,0.12,29.1,29.83,6.0,18,6.7,93.1
762,2011-05-29,70,52,61,-3,59,60,4,0,1.88,29.16,29.86,3.6,11,5.7,93.2
763,2011-05-30,88,56,72,8,65,69,0,7,0.0,29.26,29.97,12.4,20,12.8,78.6
764,2011-05-31,85,69,77,13,64,68,0,12,0.08,29.34,30.04,12.4,22,13.2,64.3
765,2011-06-01,81,59,70,6,49,59,0,5,0.0,29.44,30.17,10.7,27,10.5,47.1
766,2011-06-02,69,56,63,-1,44,53,2,0,0.02,29.45,30.19,9.0,6,9.4,50.0
767,2011-06-03,87,55,71,7,62,67,0,6,0.01,29.31,30.04,10.8,17,11.5,73.2
768,2011-06-04,92,64,78,14,64,68,0,13,0.18,29.31,30.02,1.4,26,8.5,62.0
769,2011-06-05,85,60,73,8,55,62,0,8,0.0,29.36,30.08,3.1,7,5.4,53.2
770,2011-06-06,93,60,77,11,64,69,0,12,0.0,29.15,29.89,8.5,20,9.7,64.3
771,2011-06-07,96,75,86,20,65,72,0,21,0.0,29.11,29.82,10.3,23,10.6,49.5
772,2011-06-08,95,66,81,15,64,71,0,16,0.17,29.13,29.81,11.6,24,13.4,56.5
773,2011-06-09,69,50,60,-6,52,55,5,0,0.93,29.28,30.0,8.0,4,12.5,74.6
774,2011-06-10,69,51,60,-7,56,57,5,0,0.52,29.21,29.94,6.4,3,8.0,86.2
775,2011-06-11,62,52,57,-10,54,55,8,0,0.03,29.24,29.95,4.7,5,5.7,89.5
776,2011-06-12,64,50,57,-11,45,52,8,0,0.0,29.38,30.1,8.3,3,8.9,64.0
777,2011-06-13,72,54,63,-5,43,53,2,0,0.0,29.39,30.11,7.5,6,7.8,48.0
778,2011-06-14,77,53,65,-3,49,56,0,0,0.0,29.25,30.01,7.8,9,8.6,56.1
779,2011-06-15,71,57,64,-4,59,61,1,0,0.8,29.0,29.73,9.2,15,11.2,83.7
780,2011-06-16,81,61,71,2,59,63,0,6,0.04,29.05,29.76,5.5,29,7.5,65.7
781,2011-06-17,82,60,71,2,60,64,0,6,0.0,29.13,29.83,5.8,6,6.6,68.3
782,2011-06-18,84,61,73,3,62,65,0,8,0.0,29.1,29.82,4.6,6,6.4,68.5
783,2011-06-19,81,63,72,2,65,68,0,7,0.0,29.03,29.75,4.1,11,5.2,78.6
784,2011-06-20,79,65,72,2,67,69,0,7,0.18,29.01,29.72,6.2,16,8.1,84.2
785,2011-06-21,89,66,78,8,70,72,0,13,0.45,28.92,29.64,11.5,18,12.1,76.2
786,2011-06-22,73,64,69,-1,63,65,0,4,0.02,28.89,29.59,12.6,21,13.4,80.9
787,2011-06-23,71,62,67,-3,59,62,0,2,0.01,28.9,29.6,11.4,26,12.7,75.7
788,2011-06-24,68,60,64,-7,56,59,1,0,0.0,29.08,29.76,9.4,29,9.6,74.9
789,2011-06-25,79,58,69,-2,53,60,0,4,0.0,29.21,29.92,2.5,10,4.6,56.7
790,2011-06-26,81,57,69,-2,53,60,0,4,0.0,29.23,29.94,5.8,9,6.9,56.7
791,2011-06-27,81,65,73,2,63,67,0,8,0.03,29.08,29.8,6.9,21,10.8,70.7
792,2011-06-28,81,63,72,1,54,61,0,7,0.0,29.28,29.98,9.1,30,9.6,53.1
793,2011-06-29,81,59,70,-1,56,62,0,5,0.0,29.35,30.06,3.7,8,5.4,61.0
794,2011-06-30,88,60,74,2,62,67,0,9,0.0,29.28,30.0,8.2,17,9.4,66.4
795,2011-07-01,89,72,81,9,62,68,0,16,0.0,29.24,29.96,14.3,18,14.9,52.7
796,2011-07-02,94,71,83,11,70,74,0,18,0.0,29.25,29.95,3.9,24,8.3,65.0
797,2011-07-03,84,69,77,5,57,65,0,12,0.0,29.28,29.98,4.7,2,5.9,50.1
798,2011-07-04,89,65,77,5,55,64,0,12,0.0,29.26,29.97,2.9,5,4.3,46.6
799,2011-07-05,91,68,80,8,60,68,0,15,0.0,29.25,29.96,5.2,28,6.2,50.6
800,2011-07-06,86,70,78,6,61,67,0,13,0.0,29.27,29.97,5.7,4,7.5,55.7
801,2011-07-07,82,63,73,1,53,62,0,8,0.0,29.22,29.95,5.1,7,6.2,49.5
802,2011-07-08,86,61,74,1,51,62,0,9,0.0,29.17,29.88,5.1,6,6.0,44.7
803,2011-07-09,91,61,76,3,58,66,0,11,0.0,29.21,29.92,5.2,19,5.9,53.6
804,2011-07-10,91,74,83,10,68,72,0,18,0.0,29.18,29.89,9.3,19,9.7,60.7
805,2011-07-11,88,71,80,7,71,74,0,15,0.39,29.12,29.82,5.5,25,8.5,74.1
806,2011-07-12,87,70,79,6,63,69,0,14,0.01,29.25,29.94,5.6,2,7.7,58.0
807,2011-07-13,74,63,69,-4,57,62,0,4,0.0,29.35,30.06,10.5,4,10.9,65.4
808,2011-07-14,82,59,71,-2,56,63,0,6,0.0,29.3,30.02,6.5,10,8.0,58.8
809,2011-07-15,87,70,79,5,60,66,0,14,0.0,29.27,29.98,5.4,9,6.7,52.4
